LOCATION,Country,TL,Territory level,GEO,Geography,VAR,Variable,TIME,Time,Value,Flag Codes,Flags
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2004,2004,12751,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2005,2005,13798,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2006,2006,15109,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2007,2007,15839,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2008,2008,16766,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2009,2009,17140,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2010,2010,17137,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2011,2011,17422,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2012,2012,17375,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2013,2013,16889,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2014,2014,16803,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2015,2015,17609,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2016,2016,17233,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2017,2017,17616,,
USA,United States,FUA,Functional Urban Area,USA113F,Bell,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2018,2018,17838,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2001,2001,22521,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2002,2002,22847,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2003,2003,23863,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2004,2004,25403,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2005,2005,27454,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2006,2006,27202,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2007,2007,27352,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2008,2008,27828,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2009,2009,26676,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2010,2010,26771,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2011,2011,26536,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2012,2012,26714,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2013,2013,27937,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2014,2014,29010,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2015,2015,29566,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2016,2016,30905,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2017,2017,31952,,
USA,United States,FUA,Functional Urban Area,USA72F,Ada,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2018,2018,34308,,
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,2001,117376,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,2002,119542,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,2003,124911,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,2004,128225,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,2005,127735,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,2006,127765,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,2007,131373,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,2008,133541,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,2009,134618,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,2010,137067,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,2011,136719,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,2012,139713,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,2013,140559,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,2014,142143,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,2015,142780,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,2016,142128,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,2017,138263,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA06F,Philadelphia (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,2018,139198,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,2001,94420,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,2002,100109,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,2003,103044,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,2004,105575,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,2005,107428,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,2006,105976,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,2007,105723,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,2008,102907,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,2009,103797,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,2010,101806,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,2011,99219,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,2012,99192,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,2013,98927,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,2014,99275,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,2015,102899,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,2016,103598,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,2017,104747,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA23F,Orange,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,2018,104858,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,2001,29982,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,2002,29670,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,2003,29998,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,2004,31222,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,2005,32431,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,2006,33790,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,2007,35127,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,2008,34387,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,2009,33529,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,2010,33307,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,2011,33602,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,2012,33309,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,2013,34157,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,2014,34912,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,2015,37186,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,2016,38537,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,2017,39159,,
USA,United States,FUA,Functional Urban Area,USA84F,Utah,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,2018,41555,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,2001,30380,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,2002,27633,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,2003,28439,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,2004,31308,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,2005,32224,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,2006,29682,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,2007,33561,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,2008,31192,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,2009,28257,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,2010,31012,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,2011,32569,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,2012,30944,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,2013,31736,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,2014,34693,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,2015,33828,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,2016,35064,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,2017,36577,,
USA,United States,FUA,Functional Urban Area,USA102F,Tulare,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,2018,36404,,
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,2001,94817,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,2002,98309,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,2003,96566,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,2004,98275,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,2005,99507,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,2006,100515,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,2007,103571,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,2008,103366,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,2009,108445,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,2010,112845,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,2011,112108,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,2012,112269,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,2013,110634,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,2014,112438,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,2015,117273,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,2016,115493,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,2017,113132,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA136F,Muscogee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,2018,112670,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2001,2001,257905,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2002,2002,255897,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2003,2003,259804,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2004,2004,264850,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2005,2005,272447,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2006,2006,282269,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2007,2007,291262,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2008,2008,291462,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2009,2009,280176,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2010,2010,274360,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2011,2011,276182,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2012,2012,281663,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2013,2013,285301,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2014,2014,290341,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2015,2015,294690,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2016,2016,301084,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2017,2017,307414,,
USA,United States,FUA,Functional Urban Area,USA89F,Spokane,EMP_IND_TOTAL,Employment at place of work,2018,2018,315801,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,2001,61792,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,2002,64612,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,2003,64635,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,2004,63180,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,2005,63357,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,2006,61885,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,2007,62618,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,2008,59045,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,2009,55791,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,2010,56896,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,2011,56093,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,2012,57556,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,2013,57665,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,2014,57927,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,2015,60671,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,2016,61677,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,2017,62749,,
USA,United States,FUA,Functional Urban Area,USA125F,Washtenaw,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,2018,63861,,
USA,United States,FUA,Functional Urban Area,USA33F,Jacksonville,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,2001,93749,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA33F,Jacksonville,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,2002,99078,D,Difference in methodology
