Country,Geography,VAR,Variable,TIME,Value
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,24048
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,24122
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,24845
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,25186
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,25809
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,25807
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,23354
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,23067
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,22999
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,22940
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,23693
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,23663
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,23449
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,23277
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,23318
United States,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,23690
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2001,208522
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2002,206216
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2003,204035
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2004,205076
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2005,199141
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2006,199333
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2007,197347
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2008,189381
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2009,181507
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2010,179309
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2011,182703
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2012,182470
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2013,185571
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2014,187614
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2015,187291
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2016,186025
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2017,187281
United States,Genesee,EMP_IND_TOTAL,Employment at place of work,2018,188349
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,55276
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,56851
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,58577
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,60229
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,60888
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,61499
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,60741
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,61420
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,61026
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,60888
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,62185
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,64886
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,64927
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,66523
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,70899
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,72074
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,72936
United States,Davidson,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,73539
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,45280
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,46067
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,45168
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,45025
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,44840
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,44636
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,44342
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,42487
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,42123
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,42557
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,42495
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,42676
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,42346
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,42911
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,44920
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,45750
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,45868
Canada,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,46210
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,53876
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,55131
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,57225
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,60079
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,61392
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,61298
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,61208
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,58750
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,56814
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,56500
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,55676
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,55830
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,56303
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,56004
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,57807
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,58761
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,58571
United States,Tampa-Hillsborough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,59328
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,62900
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,62458
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,62012
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,61633
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,63257
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,63179
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,64712
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,63349
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,60711
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,60734
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,60383
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,61174
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,62476
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,63723
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,65596
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,66106
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,67136
United States,Denver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,68940
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2001,138721
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2002,139062
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2003,140935
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2004,142822
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2005,145017
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2006,146670
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2007,149813
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2008,150325
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2009,149662
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2010,149193
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2011,150482
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2012,152109
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2013,154844
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2014,157811
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2015,160232
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2016,164968
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2017,168295
United States,McLennan,EMP_IND_TOTAL,Employment at place of work,2018,171298
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,81754
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,86355
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,88155
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,91020
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,87979
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,85701
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,88204
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,86684
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,87683
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,88725
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,87887
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,89172
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,86885
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,86992
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,89311
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,89835
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,91909
United States,Tallahassee,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,89992
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,48812
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,51353
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,53969
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,56823
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,56528
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,54985
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,54482
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,55116
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,52808
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,55365
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,56435
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,55594
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,53708
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,53054
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,53652
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,55507
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,59663
United States,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,61740
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2001,520437
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2002,510946
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2003,509347
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2004,511297
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2005,516244
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2006,514932
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2007,519111
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2008,520673
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2009,509434
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2010,507429
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2011,514671
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2012,516665
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2013,518091
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2014,521045
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2015,525659
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2016,530713
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2017,533207
United States,Rochester (NY),EMP_IND_TOTAL,Employment at place of work,2018,539720
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2001,209256
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2002,210084
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2003,212756
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2004,213608
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2005,217363
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2006,221335
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2007,228301
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2008,233317
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2009,229560
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2010,228466
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2011,231628
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2012,238395
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2013,243432
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2014,248375
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2015,248922
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2016,246842
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2017,250841
United States,Nueces,EMP_IND_TOTAL,Employment at place of work,2018,252102
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,92122
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,94094
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,95591
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,97843
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,98699
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,98409
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,100185
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,101067
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,104370
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,103327
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,102050
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,99774
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,100443
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,101472
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,102867
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,103970
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,106099
United States,Richland,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,107906
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,78208
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,82844
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,87116
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,89576
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,89291
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,91641
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,90750
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,88035
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,90714
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,96719
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,98606
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,95298
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,97720
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,98224
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,97862
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,98861
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,101463
United States,Fresno (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,101576
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,43185
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,43706
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,43671
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,43862
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,43952
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,44265
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,44047
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,42867
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,40817
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,40604
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,41728
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,42612
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,42258
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,42913
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,44727
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,44943
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,45384
United States,Winnebago (IL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,46662
United States,Santa Barbara,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,46241
United States,Santa Barbara,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,47887
United States,Santa Barbara,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,49673
United States,Santa Barbara,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,51475
United States,Santa Barbara,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,53154
